"STATISTIC","Statistic Label","TLIST(D1)","Daily","C03634V04374","Daily and Seven Day Rolling Totals","UNIT","VALUE"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D04","2020 October 04","20","Seven day rolling total","Euro Thousand","1040458"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D05","2020 October 05","10","Daily total","Euro Thousand","142530"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D05","2020 October 05","20","Seven day rolling total","Euro Thousand","1036034"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D06","2020 October 06","10","Daily total","Euro Thousand","147742"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D06","2020 October 06","20","Seven day rolling total","Euro Thousand","1039801"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D07","2020 October 07","10","Daily total","Euro Thousand","140037"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D07","2020 October 07","20","Seven day rolling total","Euro Thousand","1026140"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D08","2020 October 08","10","Daily total","Euro Thousand","158974"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D08","2020 October 08","20","Seven day rolling total","Euro Thousand","1014052"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D09","2020 October 09","10","Daily total","Euro Thousand","174641"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D09","2020 October 09","20","Seven day rolling total","Euro Thousand","1011315"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D10","2020 October 10","10","Daily total","Euro Thousand","145882"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D10","2020 October 10","20","Seven day rolling total","Euro Thousand","1009992"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D11","2020 October 11","10","Daily total","Euro Thousand","97285"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D11","2020 October 11","20","Seven day rolling total","Euro Thousand","1007092"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D12","2020 October 12","10","Daily total","Euro Thousand","135323"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D12","2020 October 12","20","Seven day rolling total","Euro Thousand","999885"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D13","2020 October 13","10","Daily total","Euro Thousand","138329"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D13","2020 October 13","20","Seven day rolling total","Euro Thousand","990472"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D14","2020 October 14","10","Daily total","Euro Thousand","132768"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D14","2020 October 14","20","Seven day rolling total","Euro Thousand","983203"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D15","2020 October 15","10","Daily total","Euro Thousand","155644"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D15","2020 October 15","20","Seven day rolling total","Euro Thousand","979872"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D16","2020 October 16","10","Daily total","Euro Thousand","173279"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D16","2020 October 16","20","Seven day rolling total","Euro Thousand","978510"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D17","2020 October 17","10","Daily total","Euro Thousand","149533"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D17","2020 October 17","20","Seven day rolling total","Euro Thousand","982161"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D18","2020 October 18","10","Daily total","Euro Thousand","99789"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D18","2020 October 18","20","Seven day rolling total","Euro Thousand","984665"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D19","2020 October 19","10","Daily total","Euro Thousand","148676"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D19","2020 October 19","20","Seven day rolling total","Euro Thousand","998018"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D20","2020 October 20","10","Daily total","Euro Thousand","164230"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D20","2020 October 20","20","Seven day rolling total","Euro Thousand","1023919"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D21","2020 October 21","10","Daily total","Euro Thousand","166680"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D21","2020 October 21","20","Seven day rolling total","Euro Thousand","1057832"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D22","2020 October 22","10","Daily total","Euro Thousand","147237"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D22","2020 October 22","20","Seven day rolling total","Euro Thousand","1049425"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D23","2020 October 23","10","Daily total","Euro Thousand","169358"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D23","2020 October 23","20","Seven day rolling total","Euro Thousand","1045505"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D24","2020 October 24","10","Daily total","Euro Thousand","128385"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D24","2020 October 24","20","Seven day rolling total","Euro Thousand","1024356"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D25","2020 October 25","10","Daily total","Euro Thousand","86069"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D25","2020 October 25","20","Seven day rolling total","Euro Thousand","1010636"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D26","2020 October 26","10","Daily total","Euro Thousand","91912"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D26","2020 October 26","20","Seven day rolling total","Euro Thousand","953871"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D27","2020 October 27","10","Daily total","Euro Thousand","138359"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D27","2020 October 27","20","Seven day rolling total","Euro Thousand","928000"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D28","2020 October 28","10","Daily total","Euro Thousand","141198"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D28","2020 October 28","20","Seven day rolling total","Euro Thousand","902518"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D29","2020 October 29","10","Daily total","Euro Thousand","165502"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D29","2020 October 29","20","Seven day rolling total","Euro Thousand","920782"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D30","2020 October 30","10","Daily total","Euro Thousand","184209"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D30","2020 October 30","20","Seven day rolling total","Euro Thousand","935633"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D31","2020 October 31","10","Daily total","Euro Thousand","128862"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M10D31","2020 October 31","20","Seven day rolling total","Euro Thousand","936111"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D01","2020 November 01","10","Daily total","Euro Thousand","91873"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D01","2020 November 01","20","Seven day rolling total","Euro Thousand","941915"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D02","2020 November 02","10","Daily total","Euro Thousand","134549"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D02","2020 November 02","20","Seven day rolling total","Euro Thousand","984552"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D03","2020 November 03","10","Daily total","Euro Thousand","146829"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D03","2020 November 03","20","Seven day rolling total","Euro Thousand","993022"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D04","2020 November 04","10","Daily total","Euro Thousand","134550"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D04","2020 November 04","20","Seven day rolling total","Euro Thousand","986374"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D05","2020 November 05","10","Daily total","Euro Thousand","154885"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D05","2020 November 05","20","Seven day rolling total","Euro Thousand","975757"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D06","2020 November 06","10","Daily total","Euro Thousand","170024"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D06","2020 November 06","20","Seven day rolling total","Euro Thousand","961572"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D07","2020 November 07","10","Daily total","Euro Thousand","131666"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D07","2020 November 07","20","Seven day rolling total","Euro Thousand","964376"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D08","2020 November 08","10","Daily total","Euro Thousand","91553"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D08","2020 November 08","20","Seven day rolling total","Euro Thousand","964056"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D09","2020 November 09","10","Daily total","Euro Thousand","134559"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D09","2020 November 09","20","Seven day rolling total","Euro Thousand","964066"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D10","2020 November 10","10","Daily total","Euro Thousand","139044"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D10","2020 November 10","20","Seven day rolling total","Euro Thousand","956281"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D11","2020 November 11","10","Daily total","Euro Thousand","136794"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D11","2020 November 11","20","Seven day rolling total","Euro Thousand","958525"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D12","2020 November 12","10","Daily total","Euro Thousand","155549"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D12","2020 November 12","20","Seven day rolling total","Euro Thousand","959189"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D13","2020 November 13","10","Daily total","Euro Thousand","172486"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D13","2020 November 13","20","Seven day rolling total","Euro Thousand","961651"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D14","2020 November 14","10","Daily total","Euro Thousand","136460"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D14","2020 November 14","20","Seven day rolling total","Euro Thousand","966445"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D15","2020 November 15","10","Daily total","Euro Thousand","93533"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D15","2020 November 15","20","Seven day rolling total","Euro Thousand","968425"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D16","2020 November 16","10","Daily total","Euro Thousand","133045"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D16","2020 November 16","20","Seven day rolling total","Euro Thousand","966910"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D17","2020 November 17","10","Daily total","Euro Thousand","139273"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D17","2020 November 17","20","Seven day rolling total","Euro Thousand","967139"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D18","2020 November 18","10","Daily total","Euro Thousand","138360"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D18","2020 November 18","20","Seven day rolling total","Euro Thousand","968706"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D19","2020 November 19","10","Daily total","Euro Thousand","155984"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D19","2020 November 19","20","Seven day rolling total","Euro Thousand","969141"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D20","2020 November 20","10","Daily total","Euro Thousand","176697"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D20","2020 November 20","20","Seven day rolling total","Euro Thousand","973352"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D21","2020 November 21","10","Daily total","Euro Thousand","139632"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D21","2020 November 21","20","Seven day rolling total","Euro Thousand","976524"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D22","2020 November 22","10","Daily total","Euro Thousand","101870"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D22","2020 November 22","20","Seven day rolling total","Euro Thousand","984861"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D23","2020 November 23","10","Daily total","Euro Thousand","144526"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D23","2020 November 23","20","Seven day rolling total","Euro Thousand","996342"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D24","2020 November 24","10","Daily total","Euro Thousand","153458"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D24","2020 November 24","20","Seven day rolling total","Euro Thousand","1010527"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D25","2020 November 25","10","Daily total","Euro Thousand","158444"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D25","2020 November 25","20","Seven day rolling total","Euro Thousand","1030610"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D26","2020 November 26","10","Daily total","Euro Thousand","188117"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D26","2020 November 26","20","Seven day rolling total","Euro Thousand","1062743"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D27","2020 November 27","10","Daily total","Euro Thousand","243971"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D27","2020 November 27","20","Seven day rolling total","Euro Thousand","1130017"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D28","2020 November 28","10","Daily total","Euro Thousand","165135"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D28","2020 November 28","20","Seven day rolling total","Euro Thousand","1155521"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D29","2020 November 29","10","Daily total","Euro Thousand","119212"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D29","2020 November 29","20","Seven day rolling total","Euro Thousand","1172863"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D30","2020 November 30","10","Daily total","Euro Thousand","175033"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M11D30","2020 November 30","20","Seven day rolling total","Euro Thousand","1203370"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M12D01","2020 December 01","10","Daily total","Euro Thousand","206136"
"CBM03C06","Debit Card Volumes - Point of Sale","2020M12D01","2020 December 01","20","Seven day rolling total","Euro Thousand","1256048"
